Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,ID,Item_Outlet_Sales
7.5,low fat,0.096413261,Household,55.3588,1997,Small,Tier 1,Supermarket Type1,NCW54OUT046,1030.6584
7.485,Low Fat,0.069405301,Snack Foods,112.1228,2009,Medium,Tier 3,Supermarket Type2,FDZ46OUT018,1105.228
9.8,Low Fat,0.090649107,Others,194.3478,2002,,Tier 2,Supermarket Type1,NCK19OUT045,4649.9472
11.395,Low Fat,0.021649904,Health and Hygiene,150.8708,2002,,Tier 2,Supermarket Type1,NCQ05OUT045,4363.6532
20.7,Low Fat,0.02689477,Household,76.7354,2004,Small,Tier 2,Supermarket Type1,NCE54OUT035,2482.7682
16.2,Regular,0.016679232,Frozen Foods,96.3726,1999,Medium,Tier 1,Supermarket Type1,FDH17OUT049,2740.4328
,Regular,0.00978492,Starchy Foods,225.9062,1985,Small,Tier 1,Grocery Store,FDB23OUT019,451.4124
13.15,Low Fat,0.056429024,Soft Drinks,144.2812,1997,Small,Tier 1,Supermarket Type1,DRL49OUT046,1282.3308
21.25,Low Fat,0.009998763,Meat,182.3608,1997,Small,Tier 1,Supermarket Type1,FDT03OUT046,551.2824
13.15,Low Fat,0.020757926,Breads,84.3566,2002,,Tier 2,Supermarket Type1,FDW59OUT045,761.0094
19.6,LF,0.041374909,Household,89.2514,2002,,Tier 2,Supermarket Type1,NCB18OUT045,1416.8224
12.6,Low Fat,0.096756649,Snack Foods,208.7612,2007,,Tier 2,Supermarket Type1,FDI22OUT017,5226.53
12.8,Regular,0.079523619,Dairy,181.7608,2007,,Tier 2,Supermarket Type1,FDZ50OUT017,4961.5416
7.285,Low Fat,0,Dairy,155.1288,2007,,Tier 2,Supermarket Type1,FDS14OUT017,1414.1592
13.1,Low Fat,0.012167988,Others,190.253,2007,,Tier 2,Supermarket Type1,NCN19OUT017,4174.566
8.63,Regular,0.032976399,Snack Foods,114.6518,2002,,Tier 2,Supermarket Type1,FDG46OUT045,2846.295
10.195,Regular,0.147492524,Frozen Foods,141.5838,2007,,Tier 2,Supermarket Type1,FDS04OUT017,1685.8056
16.85,Regular,0,Snack Foods,110.0544,1999,Medium,Tier 1,Supermarket Type1,FDM58OUT049,2572.6512
9.3,Low Fat,0.028566433,Baking Goods,193.0136,1999,Medium,Tier 1,Supermarket Type1,FDB60OUT049,4860.34
15.85,Regular,0.110479217,Frozen Foods,36.7506,2009,Medium,Tier 3,Supermarket Type2,FDH28OUT018,531.3084
5.485,Low Fat,0.042838514,Health and Hygiene,163.7842,2002,,Tier 2,Supermarket Type1,NCU53OUT045,1657.842
18.25,Low Fat,0.012264903,Fruits and Vegetables,162.8894,1987,High,Tier 3,Supermarket Type1,FDL44OUT013,3397.5774
12.6,Low Fat,0.096132367,Snack Foods,208.9612,1987,High,Tier 3,Supermarket Type1,FDI22OUT013,4181.224
,LF,0.168780127,Soft Drinks,197.8768,1985,Small,Tier 1,Grocery Store,DRM37OUT019,197.0768
12.85,Low Fat,0.099193899,Frozen Foods,38.1164,2002,,Tier 2,Supermarket Type1,FDX40OUT045,656.4788
6.13,Low Fat,0.076721393,Dairy,59.4536,2004,Small,Tier 2,Supermarket Type1,DRG15OUT035,2021.3688
,Regular,0.06173052,Fruits and Vegetables,159.1578,1985,Small,Tier 1,Grocery Store,FDV19OUT019,160.4578
5.655,Low Fat,0.174934513,Soft Drinks,145.0102,1987,High,Tier 3,Supermarket Type1,DRF01OUT013,1895.5326
11.1,Low Fat,0,Household,119.1124,1997,Small,Tier 1,Supermarket Type1,NCV54OUT046,1303.6364
11.6,Regular,0.009802791,Snack Foods,223.0404,2009,Medium,Tier 3,Supermarket Type2,FDO21OUT018,1125.202
16,Regular,0.09942555,Frozen Foods,87.0856,1999,Medium,Tier 1,Supermarket Type1,FDA40OUT049,527.3136
12.15,Low Fat,0.062384659,Starchy Foods,34.6532,1999,Medium,Tier 1,Supermarket Type1,FDE59OUT049,719.064
6.55,Regular,0.034745307,Breads,158.8288,2009,Medium,Tier 3,Supermarket Type2,FDX47OUT018,4399.6064
9.6,Low Fat,0.035579135,Snack Foods,244.417,1997,Small,Tier 1,Supermarket Type1,FDW34OUT046,1944.136
19.1,Low Fat,0.067569539,Household,43.0796,2009,Medium,Tier 3,Supermarket Type2,NCM30OUT018,619.194
14,Regular,0.029697925,Dairy,143.0786,1987,High,Tier 3,Supermarket Type1,FDA02OUT013,3178.5292
14.85,Regular,0.03525037,Fruits and Vegetables,160.9578,2004,Small,Tier 2,Supermarket Type1,FDV19OUT035,2246.4092
4.92,LF,0.045916788,Baking Goods,198.8084,1987,High,Tier 3,Supermarket Type1,FDT48OUT013,2976.126
13.5,Low Fat,0.021539999,Fruits and Vegetables,182.4976,2002,,Tier 2,Supermarket Type1,FDD09OUT045,1629.8784
15.7,Regular,0.027673055,Canned,169.279,2002,,Tier 2,Supermarket Type1,FDZ25OUT045,3735.138
8.97,Low Fat,0.092997032,Household,55.2956,2004,Small,Tier 2,Supermarket Type1,NCE19OUT035,873.5296
15.35,Low Fat,0.073283193,Soft Drinks,91.812,1997,Small,Tier 1,Supermarket Type1,DRE25OUT046,1771.028
,Regular,0.041049322,Canned,41.2454,1985,Medium,Tier 3,Supermarket Type3,FDC14OUT027,1342.2528
,Regular,0.008525061,Meat,72.5038,1985,Medium,Tier 3,Supermarket Type3,FDO15OUT027,2512.7292
17.7,Low Fat,0.117201696,Snack Foods,184.0266,2007,,Tier 2,Supermarket Type1,FDC46OUT017,2397.5458
6.36,Low Fat,0.005977465,Household,163.3526,2004,Small,Tier 2,Supermarket Type1,NCX42OUT035,2631.2416
,Low Fat,0,Frozen Foods,225.3062,1985,Medium,Tier 3,Supermarket Type3,FDK52OUT027,4288.4178
,Low Fat,0.157528118,Dairy,142.9154,1985,Small,Tier 1,Grocery Store,FDD04OUT019,141.8154
8.235,Low Fat,0.082427854,Baking Goods,149.3076,1997,Small,Tier 1,Supermarket Type1,FDF12OUT046,2808.3444
12.35,Low Fat,0.041802518,Health and Hygiene,34.8216,1999,Medium,Tier 1,Supermarket Type1,NCL41OUT049,311.5944
18,Low Fat,0.015450376,Health and Hygiene,158.9604,1997,Small,Tier 1,Supermarket Type1,NCW41OUT046,1584.604
20,Low Fat,0.057527544,Baking Goods,43.1086,1998,,Tier 3,Grocery Store,FDO60OUT010,89.2172
6.055,Low Fat,0.025512207,Fruits and Vegetables,159.692,2009,Medium,Tier 3,Supermarket Type2,FDZ55OUT018,5592.72
6.63,reg,0.174110803,Baking Goods,166.85,1998,,Tier 3,Grocery Store,FDZ59OUT010,499.35
,Low Fat,0.175362333,Baking Goods,158.9604,1985,Medium,Tier 3,Supermarket Type3,FDO24OUT027,4436.8912
8.3,Regular,0.038367194,Dairy,87.1198,2009,Medium,Tier 3,Supermarket Type2,FDW14OUT018,959.4178
20.25,Regular,0.014781046,Dairy,193.8162,1987,High,Tier 3,Supermarket Type1,FDD40OUT013,3463.4916
8.6,Regular,0.040268044,Canned,191.453,1999,Medium,Tier 1,Supermarket Type1,FDJ38OUT049,1707.777
19.5,Low Fat,0.014355033,Household,55.4614,2007,,Tier 2,Supermarket Type1,NCO54OUT017,552.614
5.095,Regular,0.129766301,Snack Foods,141.6838,2002,,Tier 2,Supermarket Type1,FDJ10OUT045,3231.1274
11,Low Fat,0.008997141,Meat,119.9756,2007,,Tier 2,Supermarket Type1,FDK27OUT017,1938.8096
18.25,Low Fat,0.07784544,Snack Foods,260.5962,1999,Medium,Tier 1,Supermarket Type1,FDR09OUT049,3884.943
20,Low Fat,0,Baking Goods,43.4086,2009,Medium,Tier 3,Supermarket Type2,FDO60OUT018,401.4774
,Low Fat,0.074265816,Dairy,109.5228,1985,Medium,Tier 3,Supermarket Type3,FDX50OUT027,3757.7752
,Regular,0.102422487,Fruits and Vegetables,131.4968,1985,Medium,Tier 3,Supermarket Type3,FDR44OUT027,1565.9616
7.5,Low Fat,0.032811503,Frozen Foods,239.6906,2007,,Tier 2,Supermarket Type1,FDD17OUT017,2614.5966
7.22,Regular,0.038477325,Baking Goods,62.951,2009,Medium,Tier 3,Supermarket Type2,FDI60OUT018,1138.518
12,Regular,0.020411155,Meat,98.6042,1997,Small,Tier 1,Supermarket Type1,FDH31OUT046,1091.2462
12.15,Regular,0.042552418,Canned,123.5046,2007,,Tier 2,Supermarket Type1,FDL50OUT017,1743.0644
11.6,Regular,0.009818244,Snack Foods,223.1404,2007,,Tier 2,Supermarket Type1,FDO21OUT017,5175.9292
8.315,Regular,0.035572183,Baking Goods,144.4444,1997,Small,Tier 1,Supermarket Type1,FDW12OUT046,2902.888
12.15,Regular,0.04274788,Meat,183.695,1999,Medium,Tier 1,Supermarket Type1,FDT15OUT049,2929.52
5.905,Low Fat,0.04572322,Canned,222.1456,1999,Medium,Tier 1,Supermarket Type1,FDV25OUT049,5747.1856
8.575,Low Fat,0.023934398,Soft Drinks,105.828,2002,,Tier 2,Supermarket Type1,DRH13OUT045,958.752
17.35,Regular,0.146527359,Seafood,147.905,1999,Medium,Tier 1,Supermarket Type1,FDG21OUT049,2247.075
18.6,Low Fat,0.012651172,Household,123.1414,2004,Small,Tier 2,Supermarket Type1,NCI55OUT035,2314.9866
,Low Fat,0.107507291,Household,34.8558,1985,Medium,Tier 3,Supermarket Type3,NCO06OUT027,441.4254
15.1,Regular,0.096295326,Meat,133.4942,2002,,Tier 2,Supermarket Type1,FDR27OUT045,1457.4362
,Low Fat,0,Starchy Foods,167.5158,1985,Medium,Tier 3,Supermarket Type3,FDA22OUT027,4345.0108
7.825,Low Fat,0.079613553,Meat,65.0826,2004,Small,Tier 2,Supermarket Type1,FDS03OUT035,1162.4868
9.17,Low Fat,0.103398309,Baking Goods,143.947,2009,Medium,Tier 3,Supermarket Type2,FDZ12OUT018,2576.646
20.7,Regular,0.16767231,Fruits and Vegetables,124.2388,1998,,Tier 3,Grocery Store,FDJ20OUT010,247.6776
12.1,Low Fat,0.020551458,Snack Foods,146.6734,1987,High,Tier 3,Supermarket Type1,FDV09OUT013,2227.101
13.65,Regular,0.025961116,Snack Foods,80.4302,1999,Medium,Tier 1,Supermarket Type1,FDW09OUT049,316.9208
8.38,Regular,0.046960237,Baking Goods,111.857,1999,Medium,Tier 1,Supermarket Type1,FDS36OUT049,2966.139
19.75,Low Fat,0.041533438,Fruits and Vegetables,119.8466,2009,Medium,Tier 3,Supermarket Type2,FDY19OUT018,2239.0854
8.67,Low Fat,0.065436581,Soft Drinks,142.9128,1997,Small,Tier 1,Supermarket Type1,DRC49OUT046,2013.3792
15.6,Low Fat,0.08126841,Baking Goods,110.2544,2002,,Tier 2,Supermarket Type1,FDN12OUT045,1789.6704
12.35,Regular,0.072689818,Dairy,48.7692,2009,Medium,Tier 3,Supermarket Type2,FDJ03OUT018,788.3072
17.7,Low Fat,0.116723677,Snack Foods,182.4266,1999,Medium,Tier 1,Supermarket Type1,FDC46OUT049,5163.9448
12.5,Regular,0.074035423,Canned,87.9198,2009,Medium,Tier 3,Supermarket Type2,FDM02OUT018,1133.8574
20.2,Regular,0.059751638,Fruits and Vegetables,129.1678,1987,High,Tier 3,Supermarket Type1,FDV20OUT013,1017.3424
13.15,Low Fat,0.092854963,Household,158.7604,2002,,Tier 2,Supermarket Type1,NCH07OUT045,3010.7476
,Regular,0,Frozen Foods,230.0668,1985,Small,Tier 1,Grocery Store,FDL28OUT019,691.1004
,Low Fat,0.044606379,Snack Foods,174.2054,1985,Medium,Tier 3,Supermarket Type3,FDJ46OUT027,4377.635
10.85,Low Fat,0.162107603,Snack Foods,106.3622,1987,High,Tier 3,Supermarket Type1,FDQ34OUT013,2117.244
,Low Fat,0,Health and Hygiene,37.3506,1985,Medium,Tier 3,Supermarket Type3,NCD42OUT027,1024.6662
17.7,Low Fat,0.030060895,Snack Foods,166.4816,2009,Medium,Tier 3,Supermarket Type2,FDO34OUT018,2013.3792
14.35,Low Fat,0.081050006,Baking Goods,79.196,2007,,Tier 2,Supermarket Type1,FDX60OUT017,1278.336
20,Regular,0.051783761,Frozen Foods,125.8678,2007,,Tier 2,Supermarket Type1,FDZ28OUT017,3433.5306
12.3,Low Fat,0,Baking Goods,37.2874,1987,High,Tier 3,Supermarket Type1,FDT36OUT013,705.748
10.3,Regular,0.024998007,Baking Goods,174.4422,2009,Medium,Tier 3,Supermarket Type2,FDL24OUT018,3448.844
15.6,Regular,0.105208448,Snack Foods,170.5764,1987,High,Tier 3,Supermarket Type1,FDJ58OUT013,4466.1864
9.8,Regular,0.14118383,Baking Goods,50.5008,2009,Medium,Tier 3,Supermarket Type2,FDY12OUT018,253.004
11.1,Low Fat,0.135692831,Snack Foods,220.0482,2009,Medium,Tier 3,Supermarket Type2,FDP58OUT018,2628.5784
,Low Fat,0.116347087,Frozen Foods,76.867,1985,Medium,Tier 3,Supermarket Type3,FDC41OUT027,2526.711
11.8,Low Fat,0.12150063,Fruits and Vegetables,46.8402,1987,High,Tier 3,Supermarket Type1,FDY07OUT013,413.4618
7.72,Regular,0.088864488,Fruits and Vegetables,119.3466,2007,,Tier 2,Supermarket Type1,FDN08OUT017,3064.0116
,Low Fat,0.070912843,Frozen Foods,121.5098,1985,Medium,Tier 3,Supermarket Type3,FDJ53OUT027,2410.196
19.6,Regular,0.041571557,Frozen Foods,49.9376,1997,Small,Tier 1,Supermarket Type1,FDX04OUT046,623.1888
6.425,Low Fat,0.093454899,Fruits and Vegetables,175.3712,1997,Small,Tier 1,Supermarket Type1,FDZ19OUT046,2988.1104
20.85,Low Fat,0.021329793,Fruits and Vegetables,105.5306,1997,Small,Tier 1,Supermarket Type1,FDB45OUT046,940.7754
18,Low Fat,0.079299474,Household,170.5422,1998,,Tier 3,Grocery Store,NCF54OUT010,344.8844
7.05,Low Fat,0.085138334,Snack Foods,108.6912,2002,,Tier 2,Supermarket Type1,FDX21OUT045,1310.2944
16.25,Low Fat,0.087175137,Dairy,98.341,1997,Small,Tier 1,Supermarket Type1,FDA50OUT046,1351.574
20.7,Low Fat,0.093214498,Dairy,74.667,2007,,Tier 2,Supermarket Type1,DRH39OUT017,2143.876
5.44,Low Fat,0.025458716,Dairy,241.2538,1987,High,Tier 3,Supermarket Type1,FDA38OUT013,3124.5994
20.5,Low Fat,0.032741422,Household,40.4822,1987,High,Tier 3,Supermarket Type1,NCP30OUT013,589.233
12.35,Regular,0.038560279,Fruits and Vegetables,109.857,1999,Medium,Tier 1,Supermarket Type1,FDW19OUT049,1208.427
,Low Fat,0.130544568,Frozen Foods,248.046,1985,Medium,Tier 3,Supermarket Type3,FDF41OUT027,7883.072
4.61,Low Fat,0.122629121,Hard Drinks,175.4396,2004,Small,Tier 2,Supermarket Type1,DRF23OUT035,2616.594
8.275,Low Fat,0.110913601,Household,106.3306,2007,,Tier 2,Supermarket Type1,NCP14OUT017,1254.3672
,Low Fat,0.121635591,Fruits and Vegetables,175.4738,1985,Medium,Tier 3,Supermarket Type3,FDK44OUT027,2954.1546
8.27,Regular,0.128449055,Soft Drinks,186.5924,2009,Medium,Tier 3,Supermarket Type2,DRA59OUT018,4442.2176
7.905,Low Fat,0.055098434,Frozen Foods,109.2254,2002,,Tier 2,Supermarket Type1,FDC28OUT045,976.7286
16.2,Low Fat,0,Health and Hygiene,182.1608,1999,Medium,Tier 1,Supermarket Type1,NCO53OUT049,3123.9336
,LF,0,Fruits and Vegetables,258.3988,1985,Small,Tier 1,Grocery Store,FDY55OUT019,256.9988
13.6,Low Fat,0.010013429,Household,176.437,2002,,Tier 2,Supermarket Type1,NCS54OUT045,4587.362
9.395,Low Fat,0.040187877,Others,85.6908,2007,,Tier 2,Supermarket Type1,NCM07OUT017,1593.9252
7.35,reg,0.024044279,Fruits and Vegetables,241.0512,1998,,Tier 3,Grocery Store,FDQ19OUT010,242.3512
15.35,Low Fat,0.014007727,Frozen Foods,38.319,1987,High,Tier 3,Supermarket Type1,FDS40OUT013,292.952
14.5,Regular,0.041214746,Canned,42.0454,1987,High,Tier 3,Supermarket Type1,FDC14OUT013,629.181
12.6,Regular,0.031663212,Baking Goods,173.2764,2009,Medium,Tier 3,Supermarket Type2,FDR12OUT018,1030.6584
10.8,Regular,0,Baking Goods,39.3138,1987,High,Tier 3,Supermarket Type1,FDM60OUT013,1015.345
18.85,Low Fat,0.042716162,Canned,257.833,1999,Medium,Tier 1,Supermarket Type1,FDG26OUT049,3332.329
12.15,Low Fat,0.06479182,Others,254.004,2002,,Tier 2,Supermarket Type1,NCL55OUT045,2277.036
11.6,Regular,0.009761175,Snack Foods,226.9404,2004,Small,Tier 2,Supermarket Type1,FDO21OUT035,1800.3232
15.3,Low Fat,0.02295878,Household,101.6332,1987,High,Tier 3,Supermarket Type1,NCG18OUT013,1845.5976
20.35,Regular,0.030927632,Dairy,256.8672,1997,Small,Tier 1,Supermarket Type1,FDA27OUT046,3579.3408
14.5,Low Fat,0.103752817,Dairy,155.1998,1998,,Tier 3,Grocery Store,DRG03OUT010,307.5996
6.89,Regular,0.136428395,Snack Foods,193.982,1997,Small,Tier 1,Supermarket Type1,FDC22OUT046,1737.738
14.6,Regular,0.071904258,Fruits and Vegetables,106.8254,1998,,Tier 3,Grocery Store,FDC21OUT010,108.5254
16.85,reg,0.026627857,Canned,93.712,2009,Medium,Tier 3,Supermarket Type2,FDN50OUT018,745.696
8.93,Low Fat,0.028393624,Dairy,153.434,1987,High,Tier 3,Supermarket Type1,DRF27OUT013,1378.206
8.31,Regular,0.116331694,Snack Foods,176.9028,2007,,Tier 2,Supermarket Type1,FDW57OUT017,3010.7476
19,Low Fat,0.112893408,Snack Foods,131.0626,1998,,Tier 3,Grocery Store,FDM34OUT010,524.6504
,Regular,0.017937483,Meat,103.499,1985,Medium,Tier 3,Supermarket Type3,FDZ39OUT027,1547.985
,Regular,0.164438907,Frozen Foods,188.4214,1985,Small,Tier 1,Grocery Store,FDU28OUT019,376.8428
5.19,Regular,0.044252621,Meat,102.599,1997,Small,Tier 1,Supermarket Type1,FDQ27OUT046,1651.184
17,Low Fat,0.120060274,Frozen Foods,246.5434,2007,,Tier 2,Supermarket Type1,FDQ52OUT017,4470.1812
11.65,Regular,0.010909704,Meat,110.8544,1987,High,Tier 3,Supermarket Type1,FDT51OUT013,1677.816
20.25,Low Fat,0.059055045,Household,247.346,2002,,Tier 2,Supermarket Type1,NCI30OUT045,1970.768
10,Low Fat,0.149223055,Health and Hygiene,145.8102,1998,,Tier 3,Grocery Store,NCX29OUT010,874.8612
,Regular,0.084404264,Dairy,49.5376,1985,Small,Tier 1,Grocery Store,FDX38OUT019,143.8128
11.1,Regular,0.054079556,Fruits and Vegetables,165.9526,2007,,Tier 2,Supermarket Type1,FDO08OUT017,2631.2416
11.8,reg,0.057655493,Meat,152.6366,2009,Medium,Tier 3,Supermarket Type2,FDM15OUT018,1662.5026
9.695,Regular,0.030413777,Snack Foods,221.3114,2009,Medium,Tier 3,Supermarket Type2,FDW22OUT018,2217.114
13.65,Low Fat,0.049496899,Fruits and Vegetables,151.505,2007,,Tier 2,Supermarket Type1,FDT08OUT017,2846.295
17.75,Regular,0.029653914,Fruits and Vegetables,140.5838,1997,Small,Tier 1,Supermarket Type1,FDS32OUT046,2669.1922
11.3,Low Fat,0.047912071,Household,179.866,2009,Medium,Tier 3,Supermarket Type2,NCI06OUT018,1258.362
,Low Fat,0.066611321,Snack Foods,178.237,1985,Medium,Tier 3,Supermarket Type3,FDR21OUT027,3705.177
19.35,Low Fat,0.016611475,Frozen Foods,122.0098,1997,Small,Tier 1,Supermarket Type1,FDD05OUT046,2651.2156
6.905,Regular,0.03822479,Dairy,99.8726,2002,,Tier 2,Supermarket Type1,FDZ02OUT045,587.2356
13.5,Regular,0.129016487,Starchy Foods,98.4068,1999,Medium,Tier 1,Supermarket Type1,FDH47OUT049,1846.9292
16.85,Regular,0.080141165,Snack Foods,111.4544,2007,,Tier 2,Supermarket Type1,FDM58OUT017,2013.3792
20.6,Regular,0.0480335,Fruits and Vegetables,188.2556,2002,,Tier 2,Supermarket Type1,FDG09OUT045,3755.112
6.175,Regular,0.179355893,Meat,94.1752,1999,Medium,Tier 1,Supermarket Type1,FDO27OUT049,575.2512
18.5,Regular,0.062510529,Frozen Foods,146.8418,2009,Medium,Tier 3,Supermarket Type2,FDI41OUT018,2059.9852
13.35,Low Fat,0.038519399,Snack Foods,236.8564,2004,Small,Tier 2,Supermarket Type1,FDK34OUT035,5005.4844
,Low Fat,0.047827139,Household,105.3622,1985,Medium,Tier 3,Supermarket Type3,NCX54OUT027,3387.5904
8.115,Regular,0.032208865,Canned,154.9972,1999,Medium,Tier 1,Supermarket Type1,FDL14OUT049,3739.1328
15.85,Low Fat,0.078874948,Canned,37.4506,2009,Medium,Tier 3,Supermarket Type2,FDA13OUT018,303.6048
,Regular,0.097275777,Breads,223.9088,1985,Small,Tier 1,Grocery Store,FDS11OUT019,223.7088
16.35,Low Fat,0.020664178,Fruits and Vegetables,50.8324,2007,,Tier 2,Supermarket Type1,FDT43OUT017,1298.31
21.35,Low Fat,0.078060605,Fruits and Vegetables,96.0094,2009,Medium,Tier 3,Supermarket Type2,FDR07OUT018,380.8376
12.15,Low Fat,0.131714183,Frozen Foods,245.846,2009,Medium,Tier 3,Supermarket Type2,FDF41OUT018,4434.228
16.6,Low Fat,0.135944247,Hard Drinks,172.0422,1999,Medium,Tier 1,Supermarket Type1,DRM23OUT049,2586.633
11.6,Regular,0.077478931,Frozen Foods,170.3106,2009,Medium,Tier 3,Supermarket Type2,FDO52OUT018,4277.765
20.6,Regular,0.046114018,Snack Foods,178.2344,2002,,Tier 2,Supermarket Type1,FDD10OUT045,1070.6064
,Regular,0.161030847,Canned,251.2408,1985,Small,Tier 1,Grocery Store,FDN38OUT019,1001.3632
20.1,Regular,0.054455495,Frozen Foods,149.5366,1997,Small,Tier 1,Supermarket Type1,FDE17OUT046,2871.5954
13.65,Regular,0,Dairy,186.024,2009,Medium,Tier 3,Supermarket Type2,FDZ03OUT018,4287.752
13.3,Low Fat,0.080257683,Dairy,232.63,2007,,Tier 2,Supermarket Type1,FDD03OUT017,1864.24
,Low Fat,0.059037538,Household,237.7248,1985,Medium,Tier 3,Supermarket Type3,NCW18OUT027,2607.2728
,LF,0.094916347,Soft Drinks,172.3106,1985,Medium,Tier 3,Supermarket Type3,DRG36OUT027,4277.765
16.35,Low Fat,0.034393057,Fruits and Vegetables,50.8324,1998,,Tier 3,Grocery Store,FDT43OUT010,155.7972
5.32,Low Fat,0.093261677,Health and Hygiene,100.9674,2009,Medium,Tier 3,Supermarket Type2,NCU17OUT018,1222.4088
15,Regular,0.16143544,Canned,185.1266,1997,Small,Tier 1,Supermarket Type1,FDH50OUT046,2766.399
8.27,Regular,0.089479661,Snack Foods,148.6708,1987,High,Tier 3,Supermarket Type1,FDU57OUT013,2106.5912
,Low Fat,0.008722342,Fruits and Vegetables,123.5414,1985,Medium,Tier 3,Supermarket Type3,FDA56OUT027,4508.1318
13.1,Low Fat,0.020988798,Dairy,117.7782,2007,,Tier 2,Supermarket Type1,FDZ15OUT017,1191.782
12.5,Low Fat,0.081260969,Meat,221.7798,1999,Medium,Tier 1,Supermarket Type1,FDY51OUT049,3085.3172
19.1,Low Fat,0.045308131,Dairy,42.5138,1997,Small,Tier 1,Supermarket Type1,DRF03OUT046,649.8208
11.3,Low Fat,0.06705851,Household,194.0478,2007,,Tier 2,Supermarket Type1,NCV06OUT017,3293.7126
13.65,Low Fat,0.035930784,Snack Foods,184.4924,1987,High,Tier 3,Supermarket Type1,FDA21OUT013,9069.5276
,low fat,0.018813776,Health and Hygiene,235.259,1985,Medium,Tier 3,Supermarket Type3,NCQ53OUT027,5672.616
,Low Fat,0.032099989,Health and Hygiene,164.1526,1985,Medium,Tier 3,Supermarket Type3,NCO29OUT027,2960.1468
18.85,Regular,0.06823032,Dairy,121.044,2009,Medium,Tier 3,Supermarket Type2,FDT26OUT018,1557.972
5.59,Regular,0.056592115,Snack Foods,65.0168,2004,Small,Tier 2,Supermarket Type1,FDI21OUT035,447.4176
18.6,Low Fat,0.012643035,Household,119.8414,1987,High,Tier 3,Supermarket Type1,NCI55OUT013,365.5242
9.31,Low Fat,0.063529046,Frozen Foods,63.751,1998,,Tier 3,Grocery Store,FDZ04OUT010,126.502
6.17,Low Fat,0.010630949,Meat,65.9826,1997,Small,Tier 1,Supermarket Type1,FDL27OUT046,1162.4868
5.175,Regular,0.029490377,Snack Foods,107.6622,2004,Small,Tier 2,Supermarket Type1,FDS45OUT035,2858.2794
,Low Fat,0.129983688,Household,93.0462,1985,Small,Tier 1,Grocery Store,NCG43OUT019,185.0924
19.2,Regular,0.094300933,Frozen Foods,187.5214,2009,Medium,Tier 3,Supermarket Type2,FDU28OUT018,1695.7926
12.85,Regular,0.152001201,Fruits and Vegetables,252.3382,1987,High,Tier 3,Supermarket Type1,FDO20OUT013,6056.1168
16.25,Low Fat,0.039113587,Household,116.0176,1987,High,Tier 3,Supermarket Type1,NCG55OUT013,1488.7288
6.13,Low Fat,0.02848169,Household,110.4912,2007,,Tier 2,Supermarket Type1,NCM42OUT017,1310.2944
12.3,Low Fat,0.05271592,Household,189.653,2009,Medium,Tier 3,Supermarket Type2,NCG07OUT018,569.259
,Low Fat,0.182493512,Health and Hygiene,258.8278,1985,Small,Tier 1,Grocery Store,NCQ29OUT019,1041.3112
10.1,Low Fat,0.050562853,Health and Hygiene,153.3656,1998,,Tier 3,Grocery Store,NCV05OUT010,463.3968
11.15,Low Fat,0.07366703,Others,66.2142,2009,Medium,Tier 3,Supermarket Type2,NCO02OUT018,131.8284
19.35,Low Fat,0.03322326,Meat,172.0738,2009,Medium,Tier 3,Supermarket Type2,FDH19OUT018,3301.7022
17.25,Low Fat,0.037396492,Soft Drinks,165.6526,2007,,Tier 2,Supermarket Type1,DRG13OUT017,1808.9786
19.85,Low Fat,0.054015429,Seafood,196.3768,2004,Small,Tier 2,Supermarket Type1,FDI57OUT035,4138.6128
9.5,Regular,0.02210346,Meat,194.7452,2002,,Tier 2,Supermarket Type1,FDX51OUT045,1370.2164
9.395,Low Fat,0.099274694,Snack Foods,104.528,1999,Medium,Tier 1,Supermarket Type1,FDW33OUT049,852.224
4.59,Low Fat,0.070721656,Soft Drinks,113.286,1987,High,Tier 3,Supermarket Type1,DRE12OUT013,1471.418
5.98,Low Fat,0.043554614,Fruits and Vegetables,148.2418,2004,Small,Tier 2,Supermarket Type1,FDY31OUT035,2354.2688
6.46,Regular,0.04923932,Fruits and Vegetables,144.4102,1999,Medium,Tier 1,Supermarket Type1,FDR31OUT049,4374.306
7.02,Low Fat,0.08114883,Fruits and Vegetables,146.8734,2004,Small,Tier 2,Supermarket Type1,FDS55OUT035,3563.3616
